-0.86829,-2.4375
-0.86799,-2.4078
-0.86768,-2.5137
-0.86738,-2.6194
-0.86707,-2.5551
-0.86676,-2.4906
-0.86646,-2.5141
-0.86615,-2.5375
-0.86585,-2.4979
-0.86554,-2.4583
-0.86523,-2.3199
-0.86493,-2.3572
-0.86462,-2.3524
-0.86432,-2.3476
-0.86401,-2.3538
-0.8637,-2.36
-0.8634,-2.3863
-0.86309,-2.4126
-0.86279,-2.4389
-0.86248,-2.4652
-0.86218,-2.4457
-0.86187,-2.4263
-0.86157,-2.319
-0.86126,-2.2117
-0.86095,-2.2877
-0.86065,-2.3634
-0.86034,-2.4393
-0.86004,-2.5151
-0.85973,-2.5196
-0.85942,-2.524
-0.85912,-2.4407
-0.85881,-2.3572
-0.85851,-2.4391
-0.8582,-2.5208
-0.85789,-2.5148
-0.85759,-2.5086
-0.85728,-2.4698
-0.85698,-2.4306
-0.85667,-2.5382
-0.85637,-2.6454
-0.85606,-2.5457
-0.85576,-2.4457
-0.85545,-2.4336
-0.85514,-2.4215
-0.85484,-2.3858
-0.85453,-2.3499
-0.85423,-2.314
-0.85392,-2.2781
-0.85361,-2.3472
-0.85331,-2.416
-0.853,-2.397
-0.8527,-2.378
-0.85239,-2.3428
-0.85208,-2.3074
-0.85178,-2.2719
-0.85147,-2.2365
-0.85117,-2.1896
-0.85086,-2.1427
-0.85056,-2.0958
-0.85025,-2.0487
-0.84994,-2.0768
-0.84964,-2.1049
-0.84933,-2.1331
-0.84903,-2.161
-0.84872,-2.2262
-0.84842,-2.2913
-0.84811,-2.2797
-0.8478,-2.2678
-0.8475,-2.2067
-0.84719,-2.3213
-0.84689,-2.3371
-0.84658,-2.3527
-0.84627,-2.3497
-0.84597,-2.3467
-0.84566,-2.3437
-0.84536,-2.3405
-0.84505,-2.4565
-0.84475,-2.5725
-0.84444,-2.542
-0.84413,-2.5114
-0.84383,-2.4494
-0.84352,-2.3874
-0.84322,-2.3254
-0.84291,-2.2632
-0.84261,-2.3165
-0.8423,-2.3698
-0.84199,-2.4231
-0.84169,-2.4762
-0.84138,-2.4037
