2500.001,0.00031025
2500.061,0.00032278
2500.121,0.00032248
2500.182,0.00029532
2500.242,0.00022925
2500.302,0.0001194
2500.362,-2.81e-05
2500.423,-0.00019684
2500.483,-0.00036459
2500.543,-0.00050897
2500.604,-0.00061301
2500.664,-0.00066813
2500.724,-0.00067339
2500.784,-0.00063352
2500.845,-0.0005563
2500.905,-0.00045158
2500.965,-0.00033194
2501.025,-0.00021283
2501.086,-0.00011191
2501.146,-4.46e-05
2501.206,-1.9e-05
2501.266,-3.09e-05
2501.327,-6.35e-05
2501.387,-9.13e-05
2501.447,-8.96e-05
2501.508,-4.36e-05
2501.568,4.48e-05
2501.628,0.00015781
2501.688,0.00026887
2501.749,0.00035319
2501.809,0.00039855
2501.869,0.0004086
2501.929,0.00040034
2501.99,0.00039524
2502.05,0.00040903
2502.11,0.00044528
2502.17,0.00049497
2502.231,0.00054205
2502.291,0.00057161
2502.351,0.00057668
2502.412,0.00055996
2502.472,0.0005308
2502.532,0.00049958
2502.592,0.00047301
2502.653,0.00045275
2502.713,0.00043716
2502.773,0.00042542
2502.833,0.00041928
2502.894,0.00042227
2502.954,0.00043577
2503.014,0.00045397
2503.074,0.00046353
2503.135,0.00044704
2503.195,0.00039099
2503.255,0.00029456
2503.316,0.00017376
2503.376,5.89e-05
2503.436,-1.48e-05
2503.496,-2.09e-05
2503.557,4.76e-05
2503.617,0.00017442
2503.677,0.00032513
2503.737,0.00045931
2503.798,0.00054424
2503.858,0.00056481
2503.918,0.00052533
2503.978,0.00044499
2504.039,0.00034791
2504.099,0.00025372
2504.159,0.0001726
2504.22,0.00010568
2504.28,4.82e-05
2504.34,-5.43e-06
2504.4,-5.86e-05
2504.461,-0.00011383
2504.521,-0.00017289
2504.581,-0.00023913
2504.641,-0.00031641
2504.702,-0.00040597
2504.762,-0.00050288
2504.822,-0.00059455
2504.882,-0.00066244
2504.943,-0.00068729
2505.003,-0.00065645
2505.063,-0.00056804
2505.124,-0.00043281
2505.184,-0.00027125
2505.244,-0.00010737
2505.304,3.76e-05
2505.365,0.00014893
2505.425,0.0002201
2505.485,0.00025113
2505.545,0.00024612
2505.606,0.00021155
2505.666,0.00015639
2505.726,9.24e-05
2505.786,3.4e-05
2505.847,-2.75e-06
2505.907,-4.41e-06
2505.967,3.63e-05
2506.028,0.00011728
2506.088,0.00022643
2506.148,0.00034456
2506.208,0.0004497
2506.269,0.00052284
2506.329,0.00055157
2506.389,0.00053193
2506.449,0.00046731
2506.51,0.00036652
2506.57,0.00024059
2506.63,0.0001009
2506.691,-4.2e-05
2506.751,-0.00017978
2506.811,-0.00030592
2506.871,-0.00041653
2506.932,-0.0005094
2506.992,-0.0005834
2507.052,-0.0006372
2507.112,-0.00066797
2507.173,-0.00067134
2507.233,-0.00064242
2507.293,-0.00057847
2507.353,-0.00048157
2507.414,-0.00035998
2507.474,-0.00022847
2507.534,-0.00010608
2507.595,-1.19e-05
2507.655,3.83e-05
2507.715,3.56e-05
2507.775,-2.06e-05
2507.836,-0.00012274
2507.896,-0.00025542
2507.956,-0.00039749
2508.016,-0.00052396
2508.077,-0.00060914
2508.137,-0.00063177
2508.197,-0.00057972
2508.257,-0.00045426
2508.318,-0.00027228
2508.378,-6.31e-05
2508.438,0.00013812
2508.499,0.00029937
2508.559,0.00040048
2508.619,0.00043742
2508.679,0.00042177
2508.74,0.00037358
2508.8,0.00031419
2508.86,0.00025839
2508.92,0.00021181
2508.981,0.0001728
2509.041,0.00013743
2509.101,0.00010385
2509.161,7.52e-05
2509.222,5.64e-05
2509.282,5.02e-05
2509.342,5.34e-05
2509.403,5.51e-05
2509.463,4.06e-05
2509.523,-1.19e-06
2509.583,-7.19e-05
2509.644,-0.00016047
2509.704,-0.00024602
2509.764,-0.00030509
2509.824,-0.00032075
2509.885,-0.00028863
2509.945,-0.00021774
2510.005,-0.00012516
2510.065,-2.83e-05
2510.126,6.23e-05
2510.186,0.00014681
2510.246,0.00023207
2510.307,0.00032646
2510.367,0.00043169
2510.427,0.00053933
2510.487,0.00063193
2510.548,0.00068937
2510.608,0.00069677
2510.668,0.00065127
2510.728,0.00056451
2510.789,0.00045955
2510.849,0.00036453
2510.909,0.00030408
2510.969,0.0002932
2511.03,0.00033319
2511.09,0.00041252
2511.15,0.0005107
2511.211,0.00060362
2511.271,0.00066956
2511.331,0.00069425
2511.391,0.00067367
2511.452,0.00061517
2511.512,0.00053455
2511.572,0.00045245
2511.632,0.00038831
2511.693,0.00035498
2511.753,0.00035534
2511.813,0.0003825
2511.873,0.00042296
2511.934,0.00046157
2511.994,0.00048705
2512.054,0.00049487
2512.115,0.00048705
2512.175,0.00046937
2512.235,0.00044754
2512.295,0.00042369
2512.356,0.0003956
2512.416,0.00035866
2512.476,0.00030836
2512.536,0.00024321
2512.597,0.0001655
2512.657,8.02e-05
2512.717,-7.36e-06
2512.777,-9.29e-05
2512.838,-0.00017375
2512.898,-0.00024771
2512.958,-0.00031006
2513.019,-0.00035303
2513.079,-0.00036654
2513.139,-0.00034131
2513.199,-0.00027254
2513.26,-0.00016405
2513.32,-2.84e-05
2513.38,0.00011459
2513.44,0.00024321
2513.501,0.00033913
2513.561,0.00039146
2513.621,0.00039879
2513.681,0.00036828
2513.742,0.00031257
2513.802,0.00024636
2513.862,0.00018284
2513.923,0.00013156
2513.983,9.77e-05
2514.043,8.17e-05
2514.103,7.99e-05
2514.164,8.63e-05
2514.224,9.37e-05
2514.284,9.66e-05
2514.344,9.23e-05
2514.405,8.24e-05
2514.465,7.19e-05
2514.525,6.65e-05
2514.585,7.05e-05
2514.646,8.4e-05
2514.706,0.000102
2514.766,0.00011688
2514.827,0.00012039
2514.887,0.0001076
2514.947,7.86e-05
2515.007,3.88e-05
2515.068,-4.24e-06
2515.128,-4.31e-05
2515.188,-7.41e-05
2515.248,-9.86e-05
2515.309,-0.00012195
2515.369,-0.00015103
2515.429,-0.00019084
2515.49,-0.00024254
2515.55,-0.00030204
2515.61,-0.00036131
2515.67,-0.00040928
2515.731,-0.0004353
2515.791,-0.00043079
2515.851,-0.0003922
2515.911,-0.00032108
2515.972,-0.00022495
2516.032,-0.00011579
2516.092,-7.72e-06
2516.152,8.65e-05
2516.213,0.00015791
2516.273,0.00020313
2516.333,0.00022388
2516.394,0.00022484
2516.454,0.00021049
2516.514,0.00018291
2516.574,0.0001416
2516.635,8.53e-05
2516.695,1.62e-05
2516.755,-5.87e-05
2516.815,-0.00012582
2516.876,-0.00016905
2516.936,-0.00017438
2516.996,-0.00013573
2517.056,-5.8e-05
2517.117,4.43e-05
2517.177,0.00015135
2517.237,0.00024513
2517.298,0.00031449
2517.358,0.0003572
2517.418,0.00037759
2517.478,0.00038197
2517.539,0.00037368
2517.599,0.00035186
2517.659,0.000313
2517.719,0.00025517
2517.78,0.00018287
2517.84,0.0001078
2517.9,4.69e-05
2517.96,1.61e-05
2518.021,2.41e-05
2518.081,6.81e-05
2518.141,0.00013468
2518.202,0.00020435
2518.262,0.00025826
2518.322,0.00028445
2518.382,0.00027971
2518.443,0.00024911
2518.503,0.0002014
2518.563,0.00014515
2518.623,8.64e-05
2518.684,2.86e-05
2518.744,-2.47e-05
2518.804,-6.92e-05
2518.864,-9.87e-05
2518.925,-0.00010767
2518.985,-9.36e-05
2519.045,-5.97e-05
2519.106,-1.5e-05
2519.166,2.81e-05
2519.226,5.74e-05
2519.286,6.42e-05
2519.347,4.56e-05
2519.407,4.57e-06
2519.467,-5.17e-05
2519.527,-0.00011301
2519.588,-0.00016822
2519.648,-0.00020591
2519.708,-0.00021605
2519.768,-0.00019204
2519.829,-0.00013444
2519.889,-5.26e-05
2519.949,3.51e-05
2520.01,0.00010478
2520.07,0.00013504
2520.13,0.00011396
2520.19,4.61e-05
2520.251,-4.84e-05
2520.311,-0.00013977
2520.371,-0.00019949
2520.431,-0.00021184
2520.492,-0.00018094
2520.552,-0.00012821
2520.612,-8.5e-05
2520.672,-7.88e-05
2520.733,-0.00012139
2520.793,-0.00020383
2520.853,-0.00029913
2520.914,-0.00037253
2520.974,-0.00039422
2521.034,-0.00034936
2521.094,-0.00024181
2521.155,-9.1e-05
2521.215,7.57e-05
2521.275,0.00023263
2521.335,0.00036091
2521.396,0.00045099
2521.456,0.00050078
2521.516,0.00051255
2521.576,0.00049103
2521.637,0.00044227
2521.697,0.00037524
2521.757,0.00030133
2521.818,0.00023416
2521.878,0.00018612
2521.938,0.00016477
2521.998,0.00017074
2522.059,0.00019786
2522.119,0.00023608
2522.179,0.00027609
2522.239,0.00031243
2522.3,0.0003449
2522.36,0.00037623
2522.42,0.00040897
2522.48,0.00044094
2522.541,0.00046475
2522.601,0.00046887
2522.661,0.00044263
2522.722,0.00038025
2522.782,0.00028498
2522.842,0.00016855
2522.902,4.83e-05
2522.963,-5.78e-05
2523.023,-0.00013649
2523.083,-0.00018293
2523.143,-0.00020088
2523.204,-0.00020141
2523.264,-0.00019896
2523.324,-0.00020667
2523.384,-0.00023297
2523.445,-0.0002785
2523.505,-0.00033598
2523.565,-0.00039134
2523.626,-0.00042623
2523.686,-0.00042282
2523.746,-0.0003681
2523.806,-0.00025761
2523.867,-9.72e-05
2523.927,9.68e-05
2523.987,0.00030123
2524.047,0.00049036
2524.108,0.00064085
2524.168,0.00073567
